sigma_tot_up52,,sigma_tot_up72,,sigma_HI,,sigma_H2,,vcirc_kam,,vcirc_koch,,sigma_sfr,
r kpc,sigma_tot_up52,r kpc,sigma_tot_up72,r kpc,sigma_HI,r kpc,sigma_H2,r kpc,kms_vcirc_Kam,arcsec_r,kms_vcirc_Koch,r kpc,sigma_sfr
13.05069493,0.178775946,13.05069493,0.247535925,,,,,,,,,,
13.05269473,0.17857549,13.05269473,0.24725837,,,,,,,,,,
13.05469453,0.178375258,13.05469453,0.246981127,,,,,,,,,,
13.05669433,0.178175251,13.05669433,0.246704194,,,,,,,,,,
13.05869413,0.177975469,13.05869413,0.246427572,,,,,,,,,,
13.06069393,0.17777591,13.06069393,0.24615126,,,,,,,,,,
13.06269373,0.177576575,13.06269373,0.245875258,,,,,,,,,,
13.06469353,0.177377464,13.06469353,0.245599565,,,,,,,,,,
13.06669333,0.177178576,13.06669333,0.245324182,,,,,,,,,,
13.06869313,0.176979911,13.06869313,0.245049107,,,,,,,,,,
13.07069293,0.176781468,13.07069293,0.244774341,,,,,,,,,,
13.07269273,0.176583248,13.07269273,0.244499882,,,,,,,,,,
13.07469253,0.176385251,13.07469253,0.244225732,,,,,,,,,,
13.07669233,0.176187475,13.07669233,0.243951889,,,,,,,,,,
13.07869213,0.175989921,13.07869213,0.243678353,,,,,,,,,,
13.08069193,0.175792589,13.08069193,0.243405123,,,,,,,,,,
13.08269173,0.175595478,13.08269173,0.2431322,,,,,,,,,,
13.08469153,0.175398588,13.08469153,0.242859583,,,,,,,,,,
13.08669133,0.175201919,13.08669133,0.242587272,,,,,,,,,,
13.08869113,0.17500547,13.08869113,0.242315266,,,,,,,,,,
13.09069093,0.174809242,13.09069093,0.242043565,,,,,,,,,,
13.09269073,0.174613233,13.09269073,0.241772169,,,,,,,,,,
13.09469053,0.174417444,13.09469053,0.241501077,,,,,,,,,,
13.09669033,0.174221875,13.09669033,0.241230289,,,,,,,,,,
13.09869013,0.174026526,13.09869013,0.240959805,,,,,,,,,,
13.10068993,0.173831395,13.10068993,0.240689623,,,,,,,,,,
13.10268973,0.173636483,13.10268973,0.240419745,,,,,,,,,,
13.10468953,0.173441789,13.10468953,0.24015017,,,,,,,,,,
13.10668933,0.173247314,13.10668933,0.239880896,,,,,,,,,,
13.10868913,0.173053057,13.10868913,0.239611925,,,,,,,,,,
13.11068893,0.172859018,13.11068893,0.239343255,,,,,,,,,,
13.11268873,0.172665196,13.11268873,0.239074887,,,,,,,,,,
13.11468853,0.172471592,13.11468853,0.238806819,,,,,,,,,,
13.11668833,0.172278204,13.11668833,0.238539052,,,,,,,,,,
13.11868813,0.172085034,13.11868813,0.238271585,,,,,,,,,,
13.12068793,0.17189208,13.12068793,0.238004418,,,,,,,,,,
13.12268773,0.171699342,13.12268773,0.237737551,,,,,,,,,,
13.12468753,0.171506821,13.12468753,0.237470983,,,,,,,,,,
13.12668733,0.171314516,13.12668733,0.237204714,,,,,,,,,,
13.12868713,0.171122426,13.12868713,0.236938743,,,,,,,,,,
13.13068693,0.170930551,13.13068693,0.236673071,,,,,,,,,,
13.13268673,0.170738892,13.13268673,0.236407696,,,,,,,,,,
13.13468653,0.170547447,13.13468653,0.236142619,,,,,,,,,,
13.13668633,0.170356217,13.13668633,0.235877839,,,,,,,,,,
13.13868613,0.170165202,13.13868613,0.235613357,,,,,,,,,,
13.14068593,0.169974401,13.14068593,0.23534917,,,,,,,,,,
13.14268573,0.169783814,13.14268573,0.23508528,,,,,,,,,,
13.14468553,0.16959344,13.14468553,0.234821686,,,,,,,,,,
13.14668533,0.16940328,13.14668533,0.234558387,,,,,,,,,,
13.14868513,0.169213333,13.14868513,0.234295384,,,,,,,,,,
13.15068493,0.169023599,13.15068493,0.234032676,,,,,,,,,,
13.15268473,0.168834078,13.15268473,0.233770262,,,,,,,,,,
13.15468453,0.168644769,13.15468453,0.233508142,,,,,,,,,,
13.15668433,0.168455673,13.15668433,0.233246316,,,,,,,,,,
13.15868413,0.168266788,13.15868413,0.232984784,,,,,,,,,,
13.16068393,0.168078116,13.16068393,0.232723545,,,,,,,,,,
13.16268373,0.167889655,13.16268373,0.232462599,,,,,,,,,,
13.16468353,0.167701405,13.16468353,0.232201945,,,,,,,,,,
13.16668333,0.167513366,13.16668333,0.231941584,,,,,,,,,,
13.16868313,0.167325539,13.16868313,0.231681515,,,,,,,,,,
13.17068293,0.167137921,13.17068293,0.231421737,,,,,,,,,,
13.17268273,0.166950515,13.17268273,0.231162251,,,,,,,,,,
13.17468253,0.166763318,13.17468253,0.230903056,,,,,,,,,,
13.17668233,0.166576331,13.17668233,0.230644151,,,,,,,,,,
13.17868213,0.166389554,13.17868213,0.230385536,,,,,,,,,,
13.18068193,0.166202986,13.18068193,0.230127212,,,,,,,,,,
13.18268173,0.166016628,13.18268173,0.229869177,,,,,,,,,,
13.18468153,0.165830478,13.18468153,0.229611431,,,,,,,,,,
13.18668133,0.165644537,13.18668133,0.229353975,,,,,,,,,,
13.18868113,0.165458805,13.18868113,0.229096807,,,,,,,,,,
13.19068093,0.165273281,13.19068093,0.228839928,,,,,,,,,,
13.19268073,0.165087965,13.19268073,0.228583336,,,,,,,,,,
13.19468053,0.164902857,13.19468053,0.228327032,,,,,,,,,,
13.19668033,0.164717956,13.19668033,0.228071016,,,,,,,,,,
13.19868013,0.164533263,13.19868013,0.227815287,,,,,,,,,,
13.20067993,0.164348776,13.20067993,0.227559844,,,,,,,,,,
13.20267973,0.164164497,13.20267973,0.227304688,,,,,,,,,,
13.20467953,0.163980424,13.20467953,0.227049818,,,,,,,,,,
13.20667933,0.163796558,13.20667933,0.226795234,,,,,,,,,,
13.20867913,0.163612898,13.20867913,0.226540935,,,,,,,,,,
13.21067893,0.163429443,13.21067893,0.226286921,,,,,,,,,,
13.21267873,0.163246195,13.21267873,0.226033192,,,,,,,,,,
13.21467853,0.163063151,13.21467853,0.225779748,,,,,,,,,,
13.21667833,0.162880314,13.21667833,0.225526588,,,,,,,,,,
13.21867813,0.162697681,13.21867813,0.225273712,,,,,,,,,,
13.22067793,0.162515253,13.22067793,0.225021119,,,,,,,,,,
13.22267773,0.162333029,13.22267773,0.224768809,,,,,,,,,,
13.22467753,0.16215101,13.22467753,0.224516783,,,,,,,,,,
13.22667733,0.161969195,13.22667733,0.224265039,,,,,,,,,,
13.22867713,0.161787583,13.22867713,0.224013577,,,,,,,,,,
13.23067693,0.161606176,13.23067693,0.223762397,,,,,,,,,,
13.23267673,0.161424971,13.23267673,0.223511499,,,,,,,,,,
13.23467653,0.16124397,13.23467653,0.223260882,,,,,,,,,,
13.23667633,0.161063172,13.23667633,0.223010546,,,,,,,,,,
13.23867613,0.160882577,13.23867613,0.222760491,,,,,,,,,,
13.24067593,0.160702184,13.24067593,0.222510716,,,,,,,,,,
13.24267573,0.160521993,13.24267573,0.222261222,,,,,,,,,,
13.24467553,0.160342005,13.24467553,0.222012007,,,,,,,,,,
13.24667533,0.160162218,13.24667533,0.221763071,,,,,,,,,,
13.24867513,0.159982633,13.24867513,0.221514415,,,,,,,,,,
13.25067493,0.159803249,13.25067493,0.221266037,,,,,,,,,,
13.25267473,0.159624066,13.25267473,0.221017938,,,,,,,,,,
13.25467453,0.159445085,13.25467453,0.220770117,,,,,,,,,,
13.25667433,0.159266304,13.25667433,0.220522574,,,,,,,,,,
13.25867413,0.159087723,13.25867413,0.220275309,,,,,,,,,,
13.26067393,0.158909343,13.26067393,0.220028321,,,,,,,,,,
13.26267373,0.158731162,13.26267373,0.219781609,,,,,,,,,,
13.26467353,0.158553182,13.26467353,0.219535175,,,,,,,,,,
13.26667333,0.158375401,13.26667333,0.219289016,,,,,,,,,,
13.26867313,0.158197819,13.26867313,0.219043134,,,,,,,,,,
13.27067293,0.158020437,13.27067293,0.218797528,,,,,,,,,,
13.27267273,0.157843253,13.27267273,0.218552196,,,,,,,,,,
13.27467253,0.157666268,13.27467253,0.21830714,,,,,,,,,,
13.27667233,0.157489481,13.27667233,0.218062359,,,,,,,,,,
13.27867213,0.157312893,13.27867213,0.217817852,,,,,,,,,,
13.28067193,0.157136503,13.28067193,0.217573619,,,,,,,,,,
13.28267173,0.15696031,13.28267173,0.21732966,,,,,,,,,,
13.28467153,0.156784315,13.28467153,0.217085975,,,,,,,,,,
13.28667133,0.156608518,13.28667133,0.216842563,,,,,,,,,,
13.28867113,0.156432917,13.28867113,0.216599424,,,,,,,,,,
13.29067093,0.156257514,13.29067093,0.216356557,,,,,,,,,,
13.29267073,0.156082307,13.29267073,0.216113963,,,,,,,,,,
13.29467053,0.155907296,13.29467053,0.215871641,,,,,,,,,,
13.29667033,0.155732482,13.29667033,0.21562959,,,,,,,,,,
13.29867013,0.155557864,13.29867013,0.215387811,,,,,,,,,,
13.30066993,0.155383441,13.30066993,0.215146303,,,,,,,,,,
13.30266973,0.155209214,13.30266973,0.214905066,,,,,,,,,,
13.30466953,0.155035183,13.30466953,0.214664099,,,,,,,,,,
13.30666933,0.154861346,13.30666933,0.214423403,,,,,,,,,,
13.30866913,0.154687705,13.30866913,0.214182976,,,,,,,,,,
13.31066893,0.154514258,13.31066893,0.213942819,,,,,,,,,,
13.31266873,0.154341006,13.31266873,0.213702931,,,,,,,,,,
13.31466853,0.154167948,13.31466853,0.213463313,,,,,,,,,,
13.31666833,0.153995084,13.31666833,0.213223962,,,,,,,,,,
13.31866813,0.153822414,13.31866813,0.212984881,,,,,,,,,,
13.32066793,0.153649937,13.32066793,0.212746067,,,,,,,,,,
13.32266773,0.153477654,13.32266773,0.212507521,,,,,,,,,,
13.32466753,0.153305564,13.32466753,0.212269243,,,,,,,,,,
13.32666733,0.153133667,13.32666733,0.212031232,,,,,,,,,,
13.32866713,0.152961963,13.32866713,0.211793487,,,,,,,,,,
13.33066693,0.152790451,13.33066693,0.211556009,,,,,,,,,,
13.33266673,0.152619132,13.33266673,0.211318798,,,,,,,,,,
13.33466653,0.152448004,13.33466653,0.211081852,,,,,,,,,,
13.33666633,0.152277069,13.33666633,0.210845173,,,,,,,,,,
13.33866613,0.152106325,13.33866613,0.210608758,,,,,,,,,,
13.34066593,0.151935773,13.34066593,0.210372609,,,,,,,,,,
13.34266573,0.151765412,13.34266573,0.210136724,,,,,,,,,,
13.34466553,0.151595242,13.34466553,0.209901104,,,,,,,,,,
13.34666533,0.151425262,13.34666533,0.209665748,,,,,,,,,,
13.34866513,0.151255474,13.34866513,0.209430656,,,,,,,,,,
13.35066493,0.151085876,13.35066493,0.209195828,,,,,,,,,,
13.35266473,0.150916467,13.35266473,0.208961263,,,,,,,,,,
13.35466453,0.150747249,13.35466453,0.20872696,,,,,,,,,,
13.35666433,0.150578221,13.35666433,0.208492921,,,,,,,,,,
13.35866413,0.150409382,13.35866413,0.208259144,,,,,,,,,,
13.36066393,0.150240732,13.36066393,0.208025629,,,,,,,,,,
13.36266373,0.150072272,13.36266373,0.207792376,,,,,,,,,,
13.36466353,0.149904,13.36466353,0.207559385,,,,,,,,,,
13.36666333,0.149735917,13.36666333,0.207326655,,,,,,,,,,
13.36866313,0.149568023,13.36866313,0.207094185,,,,,,,,,,
13.37066293,0.149400317,13.37066293,0.206861977,,,,,,,,,,
13.37266273,0.149232798,13.37266273,0.206630029,,,,,,,,,,
13.37466253,0.149065468,13.37466253,0.20639834,,,,,,,,,,
13.37666233,0.148898325,13.37666233,0.206166912,,,,,,,,,,
13.37866213,0.14873137,13.37866213,0.205935743,,,,,,,,,,
13.38066193,0.148564602,13.38066193,0.205704833,,,,,,,,,,
13.38266173,0.148398021,13.38266173,0.205474183,,,,,,,,,,
13.38466153,0.148231627,13.38466153,0.205243791,,,,,,,,,,
13.38666133,0.148065419,13.38666133,0.205013657,,,,,,,,,,
13.38866113,0.147899397,13.38866113,0.204783781,,,,,,,,,,
13.39066093,0.147733562,13.39066093,0.204554163,,,,,,,,,,
13.39266073,0.147567913,13.39266073,0.204324802,,,,,,,,,,
13.39466053,0.147402449,13.39466053,0.204095699,,,,,,,,,,
13.39666033,0.147237171,13.39666033,0.203866853,,,,,,,,,,
13.39866013,0.147072079,13.39866013,0.203638263,,,,,,,,,,
13.40065993,0.146907171,13.40065993,0.203409929,,,,,,,,,,
13.40265973,0.146742448,13.40265973,0.203181852,,,,,,,,,,
13.40465953,0.14657791,13.40465953,0.20295403,,,,,,,,,,
13.40665933,0.146413557,13.40665933,0.202726463,,,,,,,,,,
13.40865913,0.146249388,13.40865913,0.202499152,,,,,,,,,,
13.41065893,0.146085403,13.41065893,0.202272096,,,,,,,,,,
13.41265873,0.145921601,13.41265873,0.202045294,,,,,,,,,,
13.41465853,0.145757984,13.41465853,0.201818747,,,,,,,,,,
13.41665833,0.14559455,13.41665833,0.201592453,,,,,,,,,,
13.41865813,0.145431299,13.41865813,0.201366414,,,,,,,,,,
13.42065793,0.145268231,13.42065793,0.201140627,,,,,,,,,,
13.42265773,0.145105346,13.42265773,0.200915094,,,,,,,,,,
13.42465753,0.144942644,13.42465753,0.200689814,,,,,,,,,,
13.42665733,0.144780124,13.42665733,0.200464787,,,,,,,,,,
13.42865713,0.144617786,13.42865713,0.200240011,,,,,,,,,,
13.43065693,0.14445563,13.43065693,0.200015488,,,,,,,,,,
13.43265673,0.144293657,13.43265673,0.199791217,,,,,,,,,,
13.43465653,0.144131864,13.43465653,0.199567197,,,,,,,,,,
13.43665633,0.143970254,13.43665633,0.199343428,,,,,,,,,,
13.43865613,0.143808824,13.43865613,0.19911991,,,,,,,,,,
13.44065593,0.143647575,13.44065593,0.198896643,,,,,,,,,,
13.44265573,0.143486508,13.44265573,0.198673626,,,,,,,,,,
13.44465553,0.14332562,13.44465553,0.198450859,,,,,,,,,,
13.44665533,0.143164914,13.44665533,0.198228342,,,,,,,,,,
13.44865513,0.143004387,13.44865513,0.198006074,,,,,,,,,,
13.45065493,0.14284404,13.45065493,0.197784056,,,,,,,,,,
13.45265473,0.142683874,13.45265473,0.197562287,,,,,,,,,,
13.45465453,0.142523886,13.45465453,0.197340766,,,,,,,,,,
13.45665433,0.142364079,13.45665433,0.197119493,,,,,,,,,,
13.45865413,0.14220445,13.45865413,0.196898469,,,,,,,,,,
13.46065393,0.142045,13.46065393,0.196677693,,,,,,,,,,
13.46265373,0.141885729,13.46265373,0.196457164,,,,,,,,,,
13.46465353,0.141726637,13.46465353,0.196236882,,,,,,,,,,
13.46665333,0.141567723,13.46665333,0.196016848,,,,,,,,,,
13.46865313,0.141408988,13.46865313,0.19579706,,,,,,,,,,
13.47065293,0.14125043,13.47065293,0.195577518,,,,,,,,,,
13.47265273,0.14109205,13.47265273,0.195358223,,,,,,,,,,
13.47465253,0.140933848,13.47465253,0.195139173,,,,,,,,,,
13.47665233,0.140775823,13.47665233,0.19492037,,,,,,,,,,
13.47865213,0.140617975,13.47865213,0.194701811,,,,,,,,,,
13.48065193,0.140460304,13.48065193,0.194483498,,,,,,,,,,
13.48265173,0.14030281,13.48265173,0.194265429,,,,,,,,,,
13.48465153,0.140145493,13.48465153,0.194047605,,,,,,,,,,
13.48665133,0.139988352,13.48665133,0.193830025,,,,,,,,,,
13.48865113,0.139831387,13.48865113,0.193612689,,,,,,,,,,
13.49065093,0.139674598,13.49065093,0.193395597,,,,,,,,,,
13.49265073,0.139517985,13.49265073,0.193178748,,,,,,,,,,
13.49465053,0.139361548,13.49465053,0.192962143,,,,,,,,,,
13.49665033,0.139205286,13.49665033,0.19274578,,,,,,,,,,
13.49865013,0.139049199,13.49865013,0.19252966,,,,,,,,,,
13.50064994,0.138893287,13.50064994,0.192313782,,,,,,,,,,
13.50264974,0.13873755,13.50264974,0.192098146,,,,,,,,,,
13.50464954,0.138581988,13.50464954,0.191882752,,,,,,,,,,
13.50664934,0.1384266,13.50664934,0.1916676,,,,,,,,,,
13.50864914,0.138271386,13.50864914,0.191452689,,,,,,,,,,
13.51064894,0.138116347,13.51064894,0.191238018,,,,,,,,,,
13.51264874,0.137961481,13.51264874,0.191023589,,,,,,,,,,
13.51464854,0.137806789,13.51464854,0.1908094,,,,,,,,,,
13.51664834,0.13765227,13.51664834,0.190595451,,,,,,,,,,
13.51864814,0.137497925,13.51864814,0.190381742,,,,,,,,,,
13.52064794,0.137343752,13.52064794,0.190168272,,,,,,,,,,
13.52264774,0.137189753,13.52264774,0.189955042,,,,,,,,,,
13.52464754,0.137035926,13.52464754,0.189742051,,,,,,,,,,
13.52664734,0.136882272,13.52664734,0.189529299,,,,,,,,,,
13.52864714,0.13672879,13.52864714,0.189316785,,,,,,,,,,
13.53064694,0.13657548,13.53064694,0.18910451,,,,,,,,,,
13.53264674,0.136422342,13.53264674,0.188892473,,,,,,,,,,
13.53464654,0.136269375,13.53464654,0.188680673,,,,,,,,,,
13.53664634,0.13611658,13.53664634,0.188469111,,,,,,,,,,
13.53864614,0.135963957,13.53864614,0.188257786,,,,,,,,,,
13.54064594,0.135811504,13.54064594,0.188046698,,,,,,,,,,
13.54264574,0.135659223,13.54264574,0.187835847,,,,,,,,,,
13.54464554,0.135507112,13.54464554,0.187625232,,,,,,,,,,
13.54664534,0.135355172,13.54664534,0.187414854,,,,,,,,,,
13.54864514,0.135203402,13.54864514,0.187204711,,,,,,,,,,
13.55064494,0.135051803,13.55064494,0.186994804,,,,,,,,,,
13.55264474,0.134900373,13.55264474,0.186785132,,,,,,,,,,
13.55464454,0.134749113,13.55464454,0.186575696,,,,,,,,,,
13.55664434,0.134598023,13.55664434,0.186366494,,,,,,,,,,
13.55864414,0.134447102,13.55864414,0.186157527,,,,,,,,,,
13.56064394,0.134296351,13.56064394,0.185948794,,,,,,,,,,
13.56264374,0.134145768,13.56264374,0.185740295,,,,,,,,,,
13.56464354,0.133995355,13.56464354,0.18553203,,,,,,,,,,
13.56664334,0.13384511,13.56664334,0.185323998,,,,,,,,,,
13.56864314,0.133695033,13.56864314,0.1851162,,,,,,,,,,
13.57064294,0.133545125,13.57064294,0.184908634,,,,,,,,,,
13.57264274,0.133395385,13.57264274,0.184701302,,,,,,,,,,
13.57464254,0.133245812,13.57464254,0.184494202,,,,,,,,,,
13.57664234,0.133096408,13.57664234,0.184287334,,,,,,,,,,
13.57864214,0.132947171,13.57864214,0.184080698,,,,,,,,,,
13.58064194,0.132798101,13.58064194,0.183874294,,,,,,,,,,
13.58264174,0.132649198,13.58264174,0.183668121,,,,,,,,,,
13.58464154,0.132500463,13.58464154,0.183462179,,,,,,,,,,
13.58664134,0.132351894,13.58664134,0.183256468,,,,,,,,,,
13.58864114,0.132203492,13.58864114,0.183050988,,,,,,,,,,
13.59064094,0.132055256,13.59064094,0.182845739,,,,,,,,,,
13.59264074,0.131907186,13.59264074,0.182640719,,,,,,,,,,
13.59464054,0.131759282,13.59464054,0.182435929,,,,,,,,,,
13.59664034,0.131611545,13.59664034,0.182231369,,,,,,,,,,
13.59864014,0.131463972,13.59864014,0.182027039,,,,,,,,,,
13.60063994,0.131316566,13.60063994,0.181822937,,,,,,,,,,
13.60263974,0.131169324,13.60263974,0.181619065,,,,,,,,,,
13.60463954,0.131022248,13.60463954,0.18141542,,,,,,,,,,
13.60663934,0.130875337,13.60663934,0.181212005,,,,,,,,,,
13.60863914,0.13072859,13.60863914,0.181008817,,,,,,,,,,
13.61063894,0.130582008,13.61063894,0.180805857,,,,,,,,,,
13.61263874,0.13043559,13.61263874,0.180603125,,,,,,,,,,
13.61463854,0.130289337,13.61463854,0.18040062,,,,,,,,,,
13.61663834,0.130143247,13.61663834,0.180198342,,,,,,,,,,
13.61863814,0.129997321,13.61863814,0.179996291,,,,,,,,,,
13.62063794,0.129851559,13.62063794,0.179794466,,,,,,,,,,
13.62263774,0.12970596,13.62263774,0.179592868,,,,,,,,,,
13.62463754,0.129560525,13.62463754,0.179391496,,,,,,,,,,
13.62663734,0.129415253,13.62663734,0.17919035,,,,,,,,,,
13.62863714,0.129270143,13.62863714,0.178989429,,,,,,,,,,
13.63063694,0.129125196,13.63063694,0.178788733,,,,,,,,,,
13.63263674,0.128980412,13.63263674,0.178588263,,,,,,,,,,
13.63463654,0.12883579,13.63463654,0.178388017,,,,,,,,,,
13.63663634,0.12869133,13.63663634,0.178187996,,,,,,,,,,
13.63863614,0.128547032,13.63863614,0.177988199,,,,,,,,,,
13.64063594,0.128402896,13.64063594,0.177788626,,,,,,,,,,
13.64263574,0.128258922,13.64263574,0.177589277,,,,,,,,,,
13.64463554,0.128115109,13.64463554,0.177390151,,,,,,,,,,
13.64663534,0.127971457,13.64663534,0.177191249,,,,,,,,,,
13.64863514,0.127827967,13.64863514,0.176992569,,,,,,,,,,
13.65063494,0.127684637,13.65063494,0.176794113,,,,,,,,,,
13.65263474,0.127541468,13.65263474,0.176595879,,,,,,,,,,
13.65463454,0.12739846,13.65463454,0.176397867,,,,,,,,,,
13.65663434,0.127255612,13.65663434,0.176200077,,,,,,,,,,
13.65863414,0.127112924,13.65863414,0.17600251,,,,,,,,,,
13.66063394,0.126970396,13.66063394,0.175805163,,,,,,,,,,
13.66263374,0.126828027,13.66263374,0.175608038,,,,,,,,,,
13.66463354,0.126685819,13.66463354,0.175411134,,,,,,,,,,
13.66663334,0.12654377,13.66663334,0.175214451,,,,,,,,,,
13.66863314,0.12640188,13.66863314,0.175017988,,,,,,,,,,
13.67063294,0.126260149,13.67063294,0.174821745,,,,,,,,,,
13.67263274,0.126118578,13.67263274,0.174625723,,,,,,,,,,
13.67463254,0.125977165,13.67463254,0.17442992,,,,,,,,,,
13.67663234,0.12583591,13.67663234,0.174234337,,,,,,,,,,
13.67863214,0.125694814,13.67863214,0.174038973,,,,,,,,,,
13.68063194,0.125553876,13.68063194,0.173843828,,,,,,,,,,
13.68263174,0.125413096,13.68263174,0.173648902,,,,,,,,,,
13.68463154,0.125272474,13.68463154,0.173454195,,,,,,,,,,
13.68663134,0.12513201,13.68663134,0.173259706,,,,,,,,,,
13.68863114,0.124991703,13.68863114,0.173065435,,,,,,,,,,
13.69063094,0.124851554,13.69063094,0.172871382,,,,,,,,,,
13.69263074,0.124711561,13.69263074,0.172677546,,,,,,,,,,
13.69463054,0.124571726,13.69463054,0.172483928,,,,,,,,,,
13.69663034,0.124432047,13.69663034,0.172290527,,,,,,,,,,
13.69863014,0.124292525,13.69863014,0.172097343,,,,,,,,,,
13.70062994,0.12415316,13.70062994,0.171904375,,,,,,,,,,
13.70262974,0.12401395,13.70262974,0.171711624,,,,,,,,,,
13.70462954,0.123874897,13.70462954,0.171519088,,,,,,,,,,
13.70662934,0.123736,13.70662934,0.171326769,,,,,,,,,,
13.70862914,0.123597258,13.70862914,0.171134666,,,,,,,,,,
13.71062894,0.123458672,13.71062894,0.170942777,,,,,,,,,,
13.71262874,0.123320242,13.71262874,0.170751104,,,,,,,,,,
13.71462854,0.123181967,13.71462854,0.170559646,,,,,,,,,,
13.71662834,0.123043846,13.71662834,0.170368403,,,,,,,,,,
13.71862814,0.122905881,13.71862814,0.170177373,,,,,,,,,,
13.72062794,0.12276807,13.72062794,0.169986559,,,,,,,,,,
13.72262774,0.122630414,13.72262774,0.169795958,,,,,,,,,,
13.72462754,0.122492912,13.72462754,0.16960557,,,,,,,,,,
13.72662734,0.122355564,13.72662734,0.169415397,,,,,,,,,,
13.72862714,0.122218371,13.72862714,0.169225436,,,,,,,,,,
13.73062694,0.122081331,13.73062694,0.169035689,,,,,,,,,,
13.73262674,0.121944445,13.73262674,0.168846154,,,,,,,,,,
13.73462654,0.121807712,13.73462654,0.168656832,,,,,,,,,,
13.73662634,0.121671133,13.73662634,0.168467722,,,,,,,,,,
13.73862614,0.121534706,13.73862614,0.168278824,,,,,,,,,,
13.74062594,0.121398433,13.74062594,0.168090138,,,,,,,,,,
13.74262574,0.121262313,13.74262574,0.167901663,,,,,,,,,,
13.74462554,0.121126345,13.74462554,0.1677134,,,,,,,,,,
13.74662534,0.120990529,13.74662534,0.167525348,,,,,,,,,,
13.74862514,0.120854866,13.74862514,0.167337507,,,,,,,,,,
13.75062494,0.120719355,13.75062494,0.167149876,,,,,,,,,,
13.75262474,0.120583996,13.75262474,0.166962456,,,,,,,,,,
13.75462454,0.120448789,13.75462454,0.166775246,,,,,,,,,,
13.75662434,0.120313733,13.75662434,0.166588246,,,,,,,,,,
13.75862414,0.120178829,13.75862414,0.166401455,,,,,,,,,,
13.76062394,0.120044076,13.76062394,0.166214874,,,,,,,,,,
13.76262374,0.119909474,13.76262374,0.166028503,,,,,,,,,,
13.76462354,0.119775023,13.76462354,0.16584234,,,,,,,,,,
13.76662334,0.119640723,13.76662334,0.165656386,,,,,,,,,,
13.76862314,0.119506573,13.76862314,0.16547064,,,,,,,,,,
